image,id,label,annotator,annotation_id,created_at,updated_at,lead_time
/data/upload/1/6ecaa49a-0037.jpg,37,"[{""x"": 44.93683990012368, ""y"": 40.06045086309895, ""width"": 4.310528193137937, ""height"": 2.5812007448541556, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 56.29473958362999, ""y"": 40.17602701585361, ""width"": 4.105264945845647, ""height"": 2.4270992078479368, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 44.868418817692934, ""y"": 46.532715417360116, ""width"": 4.242107110707169, ""height"": 2.311523055093278, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,37,2022-05-14T15:03:32.382879Z,2022-05-14T15:03:32.382988Z,71.621
/data/upload/1/6c5d3c3e-0036.jpg,36,"[{""x"": 49.089315392846565, ""y"": 45.282489647628644, ""width"": 4.007012271475082, ""height"": 2.3074778897468664, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 59.471119914395636, ""y"": 45.33376693406738, ""width"": 4.098080732190342, ""height"": 2.3074778897468438, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 48.81611001070053, ""y"": 51.230654874531595, ""width"": 4.007012271475063, ""height"": 2.1536460304303953, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,36,2022-05-14T15:02:18.383071Z,2022-05-14T15:02:18.383106Z,88.725
/data/upload/1/0a931724-0035.jpg,35,"[{""x"": 45.599999999999866, ""y"": 71.94571971055817, ""width"": 3.5089315392846476, ""height"": 2.0783043134656305, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 62.476379118001944, ""y"": 71.58773759074283, ""width"": 3.6427384286137108, ""height"": 2.051091457552766, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 45.71978234637889, ""y"": 82.09958131070076, ""width"": 3.7338068893290486, ""height"": 2.204923316869226, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,35,2022-05-14T15:00:47.479899Z,2022-05-14T15:00:47.479937Z,14.155
/data/upload/1/f2c1d840-0034.jpg,34,"[{""x"": 68.32583429717256, ""y"": 62.0103270658064, ""width"": 3.2363171989749846, ""height"": 1.7798727524218203, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 83.22794605059225, ""y"": 61.96794914312968, ""width"": 3.0105276269534746, ""height"": 1.7374948297451134, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 69.15372939458474, ""y"": 70.9096908279155, ""width"": 3.3868435803226613, ""height"": 1.9070065204519528, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,34,2022-05-14T14:52:19.743306Z,2022-05-14T14:52:19.743352Z,3710.812
/data/upload/1/f59535e7-0033.jpg,33,"[{""x"": 41.86666666666667, ""y"": 48.1981981981982, ""width"": 3.8666666666666667, ""height"": 2.252252252252269, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 52, ""y"": 48.04804804804804, ""width"": 4.266666666666667, ""height"": 2.2522522522522523, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 52.39999999999998, ""y"": 54.054054054054056, ""width"": 4.133333333333326, ""height"": 2.252252252252253, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,33,2022-05-14T13:50:27.024512Z,2022-05-14T13:50:27.024575Z,508.239
/data/upload/1/b682de1d-0032.jpg,32,"[{""x"": 49.393939393939405, ""y"": 69.5877695877696, ""width"": 3.3939393939393923, ""height"": 2.047502047502046, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 65.6153268219384, ""y"": 69.86076986076989, ""width"": 3.2937640871524847, ""height"": 1.9110019110019072, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 49.00926621587778, ""y"": 79.35937440069674, ""width"": 3.536188329576765, ""height"": 2.03565699433469, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,32,2022-05-14T13:41:56.942299Z,2022-05-14T13:41:56.942378Z,398.072
/data/upload/1/2982d2bd-0031.jpg,31,"[{""x"": 65.80800688480299, ""y"": 71.61274056512211, ""width"": 2.5315800499381487, ""height"": 1.4254392173075117, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 77.50801198046307, ""y"": 71.65126594937361, ""width"": 2.394737885076609, ""height"": 1.386913833055961, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 66.56063879154135, ""y"": 78.85551280441419, ""width"": 2.6000011323689, ""height"": 1.5024899858106282, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,31,2022-05-14T13:35:16.795090Z,2022-05-14T13:35:16.795142Z,266.942
/data/upload/1/d32f8de9-0030.jpg,30,"[{""x"": 49.315789175692345, ""y"": 70.11025057931148, ""width"": 3.147369791814993, ""height"": 1.926269212577705, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 64.02632189830594, ""y"": 70.0717251950599, ""width"": 3.078948709384193, ""height"": 1.8492184440746213, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 49.24736809326162, ""y"": 79.16371587842683, ""width"": 3.215790874245757, ""height"": 1.9647945968292666, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,30,2022-05-14T13:30:47.777771Z,2022-05-14T13:30:47.777833Z,331.914
/data/upload/1/21510ac6-0029.jpg,29,"[{""x"": 42.84628099173554, ""y"": 44.93088129451763, ""width"": 4.487052341597789, ""height"": 2.5165661529298378, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 60.358126721763064, ""y"": 46.029086938177876, ""width"": 4.407713498622589, ""height"": 2.4197751470478694, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 40.93333333333333, ""y"": 54.729729729729726, ""width"": 4.533333333333321, ""height"": 2.4774774774774593, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,29,2022-05-14T13:25:13.877301Z,2022-05-14T13:25:13.877350Z,362.411
/data/upload/1/48a2d974-0028.jpg,28,"[{""x"": 50.01505263813476, ""y"": 69.40908858593319, ""width"": 2.860001245605804, ""height"": 1.567983139038277, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 63.637690150099246, ""y"": 69.23957689522636, ""width"": 2.860001245605804, ""height"": 1.525605216361553, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 49.93978944746092, ""y"": 77.29138220380125, ""width"": 3.0105276269534516, ""height"": 1.6103610617149509, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,28,2022-05-14T13:19:06.806052Z,2022-05-14T13:19:06.806113Z,146.734
/data/upload/1/0960a590-0027.jpg,27,"[{""x"": 92.13499657458424, ""y"": 3.216484331162291, ""width"": 2.6492643117190995, ""height"": 1.3518557333870453, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 42.46129072985167, ""y"": 66.10108379113224, ""width"": 3.063211860425187, ""height"": 1.7713971678864762, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 42.98387715692544, ""y"": 74.58831191499726, ""width"": 3.3150351958903377, ""height"": 1.7914987964849276, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 57.36826636696869, ""y"": 65.56964879142332, ""width"": 3.063211860425111, ""height"": 1.6315500230533344, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,27,2022-05-14T13:16:37.168046Z,2022-05-14T13:16:37.168100Z,151.398
/data/upload/1/bb9bbb13-0026.jpg,26,"[{""x"": 66.32857500626103, ""y"": 22.192327564228403, ""width"": 3.7064863511144375, ""height"": 1.8426954377367766, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 48.99824693213123, ""y"": 25.97146357476939, ""width"": 3.506135737540694, ""height"": 1.861365497729123, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 61.20000000000002, ""y"": 28.75375375375375, ""width"": 3.466666666666674, ""height"": 1.8768768768768809, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,26,2022-05-14T12:55:09.226081Z,2022-05-14T12:55:09.226138Z,435.979
/data/upload/1/5546f5d8-0025.jpg,25,"[{""x"": 41.515151515151516, ""y"": 70.47502047502049, ""width"": 3.6363636363636336, ""height"": 2.171593080683986, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 59.47658402203858, ""y"": 70.28888392524757, ""width"": 3.8567493112947657, ""height"": 2.109547564093016, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 41.404958677685954, ""y"": 81.39503139503142, ""width"": 3.966942148760328, ""height"": 2.295684113865942, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,25,2022-05-14T12:40:59.547670Z,2022-05-14T12:40:59.547724Z,2090.822
/data/upload/1/29843c46-0024.jpg,24,"[{""x"": 34.646309102537245, ""y"": 69.57860027664003, ""width"": 3.913685915039529, ""height"": 2.0765182111587945, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 34.34525633984192, ""y"": 80.38497055920108, ""width"": 4.1394754870610235, ""height"": 2.3307857472190365, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 53.23631719897497, ""y"": 69.1971989725496, ""width"": 3.8384227243656825, ""height"": 2.2036519791889155, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,24,2022-05-14T12:06:06.974318Z,2022-05-14T12:06:06.974408Z,67.545
/data/upload/1/24bca46e-0023.jpg,23,"[{""x"": 35.8087832930359, ""y"": 73.10829598176744, ""width"": 3.6947384512610824, ""height"": 2.1188961338355017, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 53.59826472503367, ""y"": 72.8771436762581, ""width"": 3.9000016985533708, ""height"": 2.1959469023386013, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 35.53509896331285, ""y"": 83.70277665094493, ""width"": 3.7631595336918497, ""height"": 2.2729976708417032, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,23,2022-05-14T12:04:57.848716Z,2022-05-14T12:04:57.848768Z,81.552
/data/upload/1/20298ac1-0022.jpg,22,"[{""x"": 37.9127315777818, ""y"": 68.87936455247433, ""width"": 3.8083174480961435, ""height"": 2.1909386023859048, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 37.66436304855812, ""y"": 79.64759470462634, ""width"": 3.8911069578373674, ""height"": 2.237554317330305, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 55.87805519162668, ""y"": 68.64628597775243, ""width"": 3.8083174480961435, ""height"": 2.0510914575527655, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,22,2022-05-14T12:03:34.351694Z,2022-05-14T12:03:34.351781Z,69.906
/data/upload/1/0069415c-0021.jpg,21,"[{""x"": 29.525326345898726, ""y"": 73.94695892407802, ""width"": 3.6427384286137063, ""height"": 2.284170032274624, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 47.739018488967275, ""y"": 74.27326892868865, ""width"": 3.72552793835492, ""height"": 2.284170032274662, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 28.86301026796904, ""y"": 84.62195764634133, ""width"": 3.8083174480960733, ""height"": 2.4240171771077343, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,21,2022-05-14T12:02:21.943878Z,2022-05-14T12:02:21.943933Z,97.222
/data/upload/1/366163aa-0020.jpg,20,"[{""x"": 39.07178471415885, ""y"": 72.56200603308037, ""width"": 3.915943810759747, ""height"": 2.410032462624484, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 56.01051840721262, ""y"": 72.56200603308041, ""width"": 3.915943810759745, ""height"": 2.4100324626244896, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 38.434305489151456, ""y"": 82.81746332084417, ""width"": 4.280217653621109, ""height"": 2.563864321940958, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,20,2022-05-14T12:00:42.748226Z,2022-05-14T12:00:42.748284Z,80.322
/data/upload/1/c6a69bdf-0019.jpg,19,"[{""x"": 35.611183206975845, ""y"": 69.28025970099598, ""width"": 4.371286114336454, ""height"": 2.563864321940958, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 53.642738428613704, ""y"": 69.38281427387363, ""width"": 4.098080732190434, ""height"": 2.6151416083797705, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 34.51836167839173, ""y"": 79.89465799383146, ""width"": 4.371286114336433, ""height"": 2.7176961812574087, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,19,2022-05-14T11:59:19.782941Z,2022-05-14T11:59:19.783019Z,82.239
/data/upload/1/4827a3f9-0018.jpg,18,"[{""x"": 40.58352116203356, ""y"": 69.45973020353185, ""width"": 3.706486351114439, ""height"": 2.1997955882253364, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 58.7152516904583, ""y"": 69.34692017336647, ""width"": 3.8066616579013273, ""height"": 2.143390573142635, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 40.28299524167293, ""y"": 80.51511315974125, ""width"": 3.8066616579013273, ""height"": 2.256200603308055, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,18,2022-05-14T11:57:55.748937Z,2022-05-14T11:57:55.748992Z,98.618
/data/upload/1/c27666c4-0017.jpg,17,"[{""x"": 38.82341618493521, ""y"": 68.18012882830871, ""width"": 3.891106957837373, ""height"": 2.1909386023858106, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 56.87152930852132, ""y"": 68.22674454325303, ""width"": 3.5599489188724873, ""height"": 2.1909386023858968, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 38.40946863622911, ""y"": 78.94835898046065, ""width"": 3.891106957837374, ""height"": 2.3307857472190365, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,17,2022-05-14T11:56:15.660058Z,2022-05-14T11:56:15.660097Z,117.147
/data/upload/1/b4af5f2d-0016.jpg,16,"[{""x"": 44.403429141493504, ""y"": 75.30301007181005, ""width"": 2.9804223506839507, ""height"": 1.6781657379977373, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 57.401382170865155, ""y"": 75.25639435686563, ""width"": 2.732053821460279, ""height"": 1.5383185931645984, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 44.320639631752286, ""y"": 82.94798732268853, ""width"": 2.89763284094272, ""height"": 1.6315500230533375, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,16,2022-05-14T11:54:16.916242Z,2022-05-14T11:54:16.916279Z,291.175
/data/upload/1/fc1e901b-0015.jpg,15,"[{""x"": 41.11894350048723, ""y"": 51.35609352565472, ""width"": 3.537369961670341, ""height"": 1.949384443128665, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 57.9778982114266, ""y"": 51.313715602978, ""width"": 3.612633152344258, ""height"": 1.907006520451873, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}, {""x"": 41.2694698818349, ""y"": 60.97588197326789, ""width"": 3.6126331523441726, ""height"": 2.1188961338355017, ""rotation"": 0, ""rectanglelabels"": [""find pattern""], ""original_width"": 2000, ""original_height"": 3552}]",1,15,2022-05-14T11:49:23.441717Z,2022-05-14T11:49:23.441766Z,65.626
